taxonomy_id	name	rank	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
29407	Rhodoplanes	genus	900	379	791	87	88
2487581	Sandaracinobacter sp.	species	1458	404	353	1251	2288
46255	Weissella	genus	697	794	10078	484	74
690879	Terrimicrobium sacchariphilum	species	1393	1133	2033	605	682
1872388	Advenella sp.	species	21	9	16	5	9
2767887	Ligilactobacillus	genus	2487	1116	4857	12244	92
154116	Georgenia	genus	126	139	187	93	32
108437	Comamonas nitrativorans	species	1291	764	1198	1835	257
213422	Geobacteraceae	family	293	3453	1467	416	1005
3366947	Microbacterium sp. P04	species	2	0	0	1	0
2049021	Butyricicoccus sp.	species	2188	1197	3624	3539	73
1572645	Neptunomonas phycophila	species	153	406	327	89	42
2952921	Faecousia sp.	species	1000	352	677	1051	35
1982626	Faecalibacillus intestinalis	species	5685	3677	5728	2974	237
1965305	Terrisporobacter sp.	species	7035	4937	8824	3405	234
2767879	Companilactobacillus	genus	261	27	231	169	27
990721	Christensenella	genus	554	396	630	560	212
57664	Desulfuromonas thiophila	species	33	75	134	27	23
162156	uncultured Bacteroides sp.	species	1198	1568	1722	1576	408
2782229	Epilithonimonas	genus	5031	2240	6072	14541	15267
41978	Ruminococcus sp.	species	4766	3033	6250	14392	225
1350	Enterococcus	genus	6998	2644	11652	160578	791
1993553	Pseudorhodoferax sp.	species	155	132	254	537	101
219182	Ottowia thiooxydans	species	470	345	425	3462	277
51665	Aerococcus urinaeequi	species	158	32	159	770	9
255475	Aurantimonadaceae	family	133	70	85	86	24
2636957	unclassified Pseudogracilibacillus	no rank	30	8	4	2	0
34085	Riemerella anatipestifer	species	1041	597	758	400	856
41294	Nitrobacteraceae	family	1718	1210	1889	1204	764
2624150	unclassified Herbaspirillum	no rank	28	94	57	24	18
1243	Leuconostoc	genus	514	572	3140	1543	75
98513	Phenylobacterium haematophilum	species	1109	823	660	337	2187
649756	Anaerostipes hadrus	species	3093	540	1828	3598	36
3436058	Pseudolactococcus	genus	3690	3062	12939	51631	2860
521720	Denitrificimonas caeni	species	169	181	363	2218	372
146936	Azonexus	genus	2705	2759	16097	378	1875
2763656	Guopingia tenuis	species	173	98	154	240	48
2094731	Glaesserella sp.	species	537	46	405	21	44
146784	Bacteriovorax	genus	1129	525	1577	4358	154
1933032	Melaminivora sp.	species	40	80	86	106	32
2717339	Rhabdaerophilum	genus	966	26	172	21	46
89154	Corynebacterium terpenotabidum	species	689	22	62	2	13
580596	Butyricicoccus	genus	215	107	198	456	26
904	Acidaminococcus	genus	598	1844	3289	2325	828
848	Fusobacterium	genus	7906	5484	10403	11516	641
2048138	Agathobaculum sp.	species	795	739	1276	2133	40
1903410	Pectobacteriaceae	family	17	45	54	40	54
3053513	Variovorax sp. J22P168	species	519	5	12	32	1
2212460	Propionivibrio sp.	species	9993	71638	103563	7828	8028
81408	Saccharococcus caldoxylosilyticus	species	225	214	432	833	228
3133162	Ruminococcoides intestinale	species	1158	682	1410	4621	58
76008	Fusibacter	genus	170	261	313	1876	169
2699468	Acidovorax sp. 210-6	species	421	530	2792	744	220
2816950	Ottowia testudinis	species	1854	675	861	3788	366
1511	Acetoanaerobium sticklandii	species	1040	219	517	579	30
31957	Propionibacteriaceae	family	4188	1848	26662	3685	1349
2330	Halanaerobium	genus	40	56	69	45	19
3379826	Neobacillus sp. LXY-4	species	1	3	1	1	0
28453	Sphingobacterium	genus	1176	1182	1643	1782	7224
1077256	Methanosphaera cuniculi	species	16	22	22	24	0
475	Moraxella	genus	21423	1416	14379	1531	6520
1400860	Candidatus Contendibacter odensensis	species	467	1365	2559	452	1490
59732	Chryseobacterium	genus	11479	5064	5763	6321	22492
2004797	Luteitalea	genus	786	1056	2239	912	419
2742598	Limosilactobacillus	genus	1449	549	24742	1096	208
2664178	Promineifilum sp.	species	249	88	254	105	115
134623	Opitutaceae	family	496	3027	4473	1498	310
1623	Ligilactobacillus ruminis	species	394	94	745	2480	12
898	Desulfomicrobium	genus	641	5637	3564	1503	674
2942211	Craterilacuibacter sp. RT1T	species	100	95	97	12	21
592978	Mediterraneibacter faecis	species	1929	582	1051	1015	23
218538	Dialister invisus	species	7365	6650	5514	6294	289
1924067	Lascolabacillus	genus	19	45	18	15	17
78327	Pseudomonas mosselii	species	35	60	39	27	371
1886	Streptomyces albidoflavus	species	15	25	39	51	9
445219	Reyranella	genus	3687	2833	4615	1262	1913
2222	Methanothrix	genus	2542	1667	26548	1610	1233
2821832	Stappiaceae	family	171	53	99	88	37
490185	Gemmobacter aquaticus	species	4677	815	3390	3593	6917
48463	Prosthecobacter	genus	411	471	806	530	787
53329	Desulfospira joergensenii	species	12	70	54	9	11
234	Brucella	genus	824	30	112	133	144
2940496	Acidovorax sp. GBBC 3334	species	28	37	35	67	13
10	Cellvibrio	genus	715	481	1706	1446	66
3385906	Roseomonadaceae	family	962	871	1179	1149	1168
756892	Acinetobacter indicus	species	476	237	403	6100	2913
1443919	Tabrizicola	genus	4007	242	978	2039	362
860221	Georgenia satyanarayanai	species	264	10	11	26	9
2925336	Hallella absiana	species	48	16	67	40	15
75682	Oxalobacteraceae	family	1122	1767	1788	2104	14800
2826938	Brucella/Ochrobactrum group	no rank	3573	136	456	589	811
3140744	Neisseria sp. Ec49-e6-T10	species	575	547	698	142	185
165695	Sphingobium	genus	973	1785	2008	2115	29732
3073581	Hominenteromicrobium sp.	species	4499	3188	5003	7180	186
218934	uncultured Campylobacter sp.	species	188	63	111	226	23
1084	Pararhodospirillum photometricum	species	378	228	369	620	502
2609290	unclassified Microbacterium	no rank	2176	1244	1154	1238	2960
292628	Anaerolineaceae	family	1616	1160	2320	612	6455
2678885	Faecalibacillus	genus	16655	11828	18583	8646	263
95818	Candidatus Saccharimonadota	phylum	3681	1702	4608	4236	740
1118202	Cruoricaptor ignavus	species	200	94	105	61	142
75787	Rhodocyclaceae	family	2454	18928	17546	1920	1651
203557	Verrucomicrobiaceae	family	1915	1878	3151	1681	2733
1763549	uncultured Holdemanella sp.	species	1340	479	836	752	28
3157341	Pseudoxanthomonas sp. Soil82	species	97	116	96	108	113
84107	Coriobacteriaceae	family	7289	2576	3507	3976	125
257496	unclassified Curtobacterium	no rank	12	9	18	12	4
3417571	Carboxylicivirga fragile	species	11	50	56	24	48
536633	Blautia glucerasea	species	233	166	256	247	4
2744479	Flocculibacter collagenilyticus	species	2	0	2	0	26
225991	Comamonas aquatica	species	1722	2524	2483	2437	4508
3028117	Cyanophyceae	class	1179	3076	3241	1604	1022
239759	Alistipes	genus	2260	5731	9188	12434	7165
55583	Dehalobacter restrictus	species	16	20	11	34	5
1304	Streptococcus salivarius	species	338	107	418	332	13
3102790	Thermomonas sp. LB-4	species	497	806	1684	64	997
2969628	Marinifilum sp. D737	species	4	5	9	7	5
28198	Aliarcobacter cryaerophilus	species	4186	19108	18417	15057	1029
2760308	Propioniciclava sp. MC1595	species	208	43	188	226	42
1385	Bacillales	order	6170	5173	7213	12119	1673
2093823	Candidatus Nanosynbacter	genus	443	202	593	447	73
186818	Caryophanaceae	family	33	28	63	109	40
34059	Faucicola atlantae	species	2232	390	937	496	2531
2768039	uncultured Duncaniella sp.	species	254	353	603	459	54
2917790	Wielerella bovis	species	269	27	282	63	10
84023	Clostridium autoethanogenum	species	9	6	2	6	3
1872578	Aquabacterium sp.	species	1316	3739	4227	3349	11547
2041042	Chiayiivirga sp.	species	134	774	1102	175	73
447020	Adlercreutzia	genus	1204	451	672	2377	58
503361	Flavobacterium sasangense	species	1812	369	1425	2037	11726
393310	Skermanella aerolata	species	97	147	142	179	22
216816	Bifidobacterium longum	species	1889	891	1202	1509	48
3038953	Pontiella agarivorans	species	19	133	173	13	45
1776382	Neglectibacter timonensis	species	785	359	543	728	23
3342258	Pseudoxanthomonas sp. LjRoot125	species	280	133	209	260	252
253238	Ethanoligenens	genus	18	10	49	37	3
2841514	Roseburia sp. MSJ-14	species	43	46	99	123	5
2529381	Enterobacter wuhouensis	species	14	23	8	6	140
2782231	Kaistella	genus	1374	871	1100	5808	6631
2689614	Steroidobacteraceae	family	81	390	333	123	241
29348	Thomasclavelia spiroformis	species	1002	236	503	557	35
196869	unclassified Flavobacterium	no rank	4541	2667	3262	14222	98648
2483811	Filibacter tadaridae	species	4	1	4	0	0
33057	Thauera	genus	8242	9716	27941	13238	3298
489909	Nosocomiicoccus	genus	23	25	71	145	5
52226	Mitsuokella multacida	species	936	658	5153	1188	255
1150298	Fusicatenibacter saccharivorans	species	1083	368	705	1373	23
995019	Sutterellaceae	family	1392	2283	2706	6304	248
158851	Trabulsiella	genus	2	3	3	0	18
2779366	Acidovorax sp. IB03	species	2235	3073	3651	3626	1359
2648079	unclassified Blautia	no rank	1417	1569	1821	3048	30
712359	Leptotrichia sp. oral taxon 215	species	1017	416	391	455	13
453228	Desulfarculaceae	family	35	160	134	33	67
478	Moraxella nonliquefaciens	species	686	54	64	59	19
2897181	Flavobacterium channae	species	435	54	188	274	3656
391952	Aquincola	genus	98	178	265	242	97
299767	Enterobacter ludwigii	species	167	149	145	163	422
332102	Fluviicola	genus	133	93	286	814	89
522889	Sphaerotilus montanus	species	90	109	211	108	51
1550024	Ruthenibacterium lactatiformans	species	2499	1387	3036	3476	208
482630	Hassallia byssoidea	species	1	2	2	2	0
1716	Corynebacterium	genus	2874	1289	3888	2055	314
46201	Geovibrio ferrireducens	species	3	7	5	2	1
3438738	Bilifractor sp. LCP21S3_A7	species	10	7	13	9	1
1512	[Clostridium] symbiosum	species	675	550	832	774	46
245	Flavobacterium aquatile	species	246	36	90	169	236
2478954	Catenibacterium sp. co_0103	species	84	13	15	64	0
2701	Gardnerella	genus	3744	513	1401	1337	27
292800	Flavonifractor plautii	species	663	377	544	988	46
73029	Dechloromonas	genus	807	3461	5479	351	2041
2606640	Victivallis lenta	species	261	275	304	298	17
87882	Burkholderia cepacia complex	species group	78	117	140	137	71
1930058	Demequina sediminis	species	183	8	51	348	18
3239302	Leptotrichia rugosa	species	128	8	11	39	4
697331	Basfia	genus	490	78	129	15	31
3141702	Leadbetterellaceae	family	49	38	65	432	46
1631957	Pelistega suis	species	365	96	454	6	13
1357	Lactococcus	genus	2150	1098	12402	7442	216
57665	Sulfurospirillum	genus	1012	19433	14169	2417	4240
69824	Thomasclavelia cocleata	species	980	377	662	1088	30
165187	uncultured Bifidobacterium sp.	species	851	935	1562	906	61
2837504	Heyndrickxia	genus	12	11	29	9	6
2042655	Nigerium sp.	species	117	109	2754	260	480
2021311	Agathobacter sp.	species	1523	1279	2364	2526	26
3046383	Aristaeella lactis	species	503	287	928	1082	29
1777752	Candidatus Paracaedibacteraceae	family	308	165	314	124	54
2812896	Leptolyngbya sp. 7M	species	493	352	615	699	273
359407	Methylotenera	genus	1020	318	263	238	31138
2981721	Brotomerdimonas butyrica	species	741	346	551	294	24
134533	Acinetobacter parvus	species	1188	203	466	4503	784
83763	Succinivibrionaceae	family	2570	3263	3784	8874	100
82803	Trichococcus flocculiformis	species	452	165	309	31253	233
2837202	Phosphitispora fastidiosa	species	19	38	28	31	9
292629	Anaerolineales	order	754	514	1000	271	2606
2983762	Actinotalea sp. M2MS4P-6	species	11	8	29	15	16
2496532	Marvinbryantia sp.	species	117	28	71	76	4
2212373	Yoonia sp.	species	102	50	57	40	12
2746961	Streptomyces caniscabiei	species	457	290	633	1109	155
3111511	Stenotrophomonas sp. CASM112	species	1813	16	16	12	8
55968	Leucobacter	genus	2928	315	650	2843	1085
379895	Comamonas odontotermitis	species	1370	1307	493	3858	3542
1714359	Luteimonas padinae	species	84	166	165	192	48
1082851	Comamonas serinivorans	species	1614	2129	3365	2355	7944
512294	uncultured Akkermansia sp.	species	546	181	412	195	17
1161942	Ruminococcus champanellensis	species	137	111	178	367	6
59734	Empedobacter	genus	1848	640	1582	9968	30987
40117	Nitrospirota	phylum	7	29	37	6	15
570	Klebsiella	genus	7346	8527	6826	5776	13182
2911683	Flavobacterium proteolyticum	species	247	69	206	248	4981
1870990	Paenibacillus bouchesdurhonensis	species	350	258	591	1426	179
1392	Bacillus anthracis	species	474	26	23	138	28
1981028	Mailhella	genus	209	98	269	186	28
433323	Aminicella lysinilytica	species	321	321	504	419	113
2965071	Ectorhizobium quercum	species	31	34	42	21	27
1352	Enterococcus faecium	species	546	515	1549	3994	222
213849	Campylobacterales	order	4754	55743	25112	24146	7005
34072	Variovorax	genus	1105	952	1231	7710	1188
2172021	Ancalomicrobiaceae	family	157	352	111	79	2413
1843491	Selenomonadaceae	family	9628	15891	59335	23816	17442
1345	Streptococcus ferus	species	1035	9	3418	22	25
1675527	Candidatus Rhodobacter oscarellae	species	19	14	26	1	4
2582419	Dialister hominis	species	832	1075	1824	2401	181
51671	Microbacterium sp.	species	590	274	436	1516	260
46503	Parabacteroides merdae	species	365	373	491	514	146
28196	Arcobacter	genus	2623	32579	5012	22200	5110
3134667	Blautia sp. HCN-1074	species	233	262	276	88	1
2491048	Leptotrichia sp. OH3620_COT-345	species	3527	1039	1248	1665	41
2759736	Lacticaseibacillus	genus	319	144	2664	277	30
2745851	Moheibacter lacus	species	700	141	296	96	122
28127	Hoylesella buccalis	species	31	52	109	50	19
1871035	Negativibacillus massiliensis	species	214	81	448	404	12
282132	Candidatus Protochlamydia	genus	155	76	128	54	56
1872485	Amaricoccus sp.	species	881	438	933	1307	128
72273	Thiotrichales	order	1454	12794	1777	271	9079
563835	Chitinophagaceae	family	3348	2663	3602	4317	2362
29580	Janthinobacterium	genus	921	868	943	3619	17011
1907941	Alkanindiges hydrocarboniclasticus	species	35	23	53	258	303
296591	Polaromonas sp. JS666	species	26	31	37	87	19
2912054	Stella sp.	species	5	5	12	4	5
1783257	PVC group	clade	1920	6053	8362	1488	3260
644652	Gordonibacter	genus	501	369	395	217	15
2944216	Lentihominibacter sp.	species	273	147	261	174	10
2766954	Chryseobacterium indicum	species	461	218	193	22	237
203492	Fusobacteriaceae	family	3049	1598	2901	3419	248
385483	uncultured Aquimonas sp.	species	148	70	110	237	51
3114288	Pseudochelatococcus sp. G4_1912	species	823	139	446	261	15
2293024	Clostridium sp. AM22-11AC	species	882	2232	2082	11901	27
81028	Treponema brennaborense	species	11	35	61	29	3
1872517	Anaerofustis sp.	species	66	65	94	172	5
909926	Tabrizicola aquatica	species	1443	31	219	1275	23
85006	Micrococcales	order	5583	2488	7189	24469	2447
544	Citrobacter	genus	3272	4058	2018	1045	19919
350	Zoogloea ramigera	species	1916	6724	5638	666	156
712357	Leptotrichia sp. oral taxon 212	species	904	284	445	408	10
3063788	Anaeroselena agilis	species	541	4351	1969	355	583
1583	Weissella confusa	species	130	192	2696	147	133
491919	Brachymonas chironomi	species	1841	1203	1902	630	385
194197	Neisseria dentiae	species	1884	216	815	269	61
2699740	Brooklawnia sp.	species	1065	568	3247	327	371
2779355	Ructibacterium gallinarum	species	122	143	275	232	10
1308	Streptococcus thermophilus	species	989	40	1206	1275	22
2894511	Epilithonimonas sp.	species	2300	484	1321	649	841
1368430	Rhizobium rosettiformans	species	215	181	294	118	200
301302	Roseburia faecis	species	1071	800	1360	8228	43
2943000	Pleomorphomonas sp. NRK KF1	species	173	147	169	36	28
1407607	Fusicatenibacter	genus	597	217	477	1002	10
1853278	Neisseria chenwenguii	species	182	10	43	91	6
3069710	Astrobacterium formosum	species	342	467	494	60	172
584	Proteus mirabilis	species	1292	1033	1406	4069	4641
724	Haemophilus	genus	488	2154	2842	2295	109
1016	Capnocytophaga	genus	556	267	363	384	425
33042	Coprococcus	genus	10653	3155	17154	35247	279
2767893	Lentilactobacillus	genus	141	96	1328	308	13
76113	Thauera terpenica	species	2510	430	921	5611	225
172900	Victivallis	genus	275	2761	2567	1925	279
80865	Delftia	genus	978	1363	2667	4309	2728
2784388	Clostridium vitabionis	species	51	30	55	54	11
106648	Acinetobacter bereziniae	species	342	201	305	8011	3410
1280	Staphylococcus aureus	species	1146	626	921	1679	1095
421525	Kaistella haifensis	species	248	132	176	655	696
33038	Mediterraneibacter gnavus	species	1411	726	1704	2024	39
551760	Aromatoleum aromaticum	species	39	78	139	75	24
459786	Oscillibacter	genus	270	344	461	696	82
186804	Peptostreptococcaceae	family	2591	1058	2522	2844	92
1649459	Hungatella	genus	1524	1973	1562	1788	44
909656	Phocaeicola	genus	1667	6259	7840	15397	1286
1629	Weissella viridescens	species	1781	1428	2327	2085	1789
29536	Flavobacterium succinicans	species	163	126	162	239	2362
2913411	Sandaracinobacteroides sayramensis	species	462	180	143	1297	552
1269	Micrococcus	genus	1886	369	1662	2277	61
3119917	Xanthobacter sp. DSM 24535	species	5	8	11	4	9
2633315	unclassified Thermomonas	no rank	722	1156	1800	233	1366
1658109	Candidatus Stoquefichus sp. SB1	species	19	16	19	11	2
2937440	Spirosoma liriopis	species	89	142	177	239	288
2801332	Aquariibacter lacus	species	6	5	8	9	10
1860101	Candidatus Propionivibrio aalborgensis	species	133	693	844	95	83
2784387	Diaphorobacter caeni	species	443	437	323	4201	392
2981787	Dorea acetigenes	species	222	109	194	218	6
1283	Staphylococcus haemolyticus	species	561	38	58	18	80
75654	Duganella	genus	28	61	58	135	55
1246981	Tolypothrix bouteillei	species	1915	1489	2285	4593	8417
48296	Acinetobacter pittii	species	482	223	378	9218	3143
39490	Eubacterium ramulus	species	294	187	358	872	10
352475	Shinella zoogloeoides	species	1033	152	372	904	83
210	Helicobacter pylori	species	1494	354	508	437	177
254245	Aquicella	genus	196	163	193	27	47
1886636	Luteibacter sp.	species	26	45	28	46	39
2049031	Lachnospira sp.	species	431	293	679	679	28
2892404	Vescimonas sp.	species	3997	3860	4836	4215	90
32207	Rothia	genus	1639	765	1355	13476	108
2528022	Botrimarina mediterranea	species	57	43	76	48	7
1905334	Thauera sp.	species	943	1606	4375	2164	474
830	Butyrivibrio	genus	1002	1665	3549	1641	438
838	Prevotella	genus	2802	4905	10830	11075	408
2029185	Longimicrobium sp.	species	70	167	229	93	64
3155817	Microbacterium sp. NPDC064584	species	11	6	7	20	6
2886822	Desulfocapsaceae	family	485	2621	597	140	182
28901	Salmonella enterica	species	2675	2225	2442	2859	5205
1765049	Azospira sp. I09	species	109	1398	1448	81	180
28890	Methanobacteriota	phylum	320	389	1249	352	258
816	Bacteroides	genus	6869	39183	36574	29881	11716
1917218	Dechloromonas sp.	species	3020	5751	8537	220	486
1870904	Shinella sp.	species	206	44	100	241	34
2929800	Chryseobacterium suipulveris	species	173	158	795	55	738
2624500	unclassified Methylosinus	no rank	2	4	1	3	11
85009	Propionibacteriales	order	2945	1174	5900	3293	994
40840	Succiniclasticum	genus	1269	640	1379	281	587
823	Parabacteroides distasonis	species	486	916	1002	728	219
244582	Candidatus Paracaedibacter symbiosus	species	480	321	436	316	101
1917867	Bacilliculturomica massiliensis	species	91	54	90	111	22
2653893	Xylophilus sp.	species	26	13	31	156	11
380021	Pseudomonas protegens	species	75	47	36	39	464
165185	uncultured Eubacterium sp.	species	2607	1065	1966	4701	67
958	Bdellovibrio	genus	3401	1225	4849	6449	459
105841	Anaerostipes caccae	species	338	189	403	561	32
3436711	Neisseria sp. P0009.S004	species	13	4	3	0	2
796937	Peptoanaerobacter stomatis	species	115	32	82	81	6
229549	Streptococcus minor	species	1756	4	156	27	22
2758440	Changpingibacter yushuensis	species	809	1471	1542	172	108
2511025	Glacieibacterium arshaanense	species	184	79	42	214	205
2813563	Pseudomonas sp. 69_B	species	837	4	16	15	2
2018564	Acinetobacter sp. YT-02	species	13	14	6	114	42
1971605	Faecalibacterium sp.	species	2208	757	2153	6281	54
507	Alcaligenes	genus	1514	573	2367	914	4316
